0.0254 0.3422  1
0.1135 -0.4683  1
0.6507 0.8677  0
0.7295 0.2984  0
-1.0846 -0.4945  0
-0.2818 1.0221  0
0.2042 -0.2977  1
-0.8408 0.6077  0
-0.0371 0.3944  1
0.5036 -0.8076  0
0.1241 0.3511  1
-0.5026 -0.7367  0
-0.2041 -0.3689  1
-0.1611 0.0544  1
0.1601 -0.1791  1
0.3813 0.8716  0
-0.0394 0.3442  1
-0.4343 -0.7931  0
0.9426 0.1885  0
-0.9190 0.4584  0
-0.9909 -0.2464  0
-0.2338 0.1923  1
0.5215 0.8058  0
0.2405 0.1904  1
0.6111 0.4820  0
-0.9657 -0.1546  0
0.5733 -0.6554  0
-0.2088 -0.3343  1
-0.3109 0.9806  0
-0.2528 -0.1286  1
0.3224 -0.2494  1
-0.5769 0.7935  0
0.3654 -0.0237  1
-0.9092 0.4133  0
-0.7743 0.8024  0
0.3647 0.1282  1
-0.3891 0.9912  0
0.0748 -0.2792  1
-0.1962 -0.3338  1
0.0725 0.2565  1
0.6653 -0.6462  0
-0.0196 -0.0357  1
-0.3291 0.0300  1
-0.2001 0.2188  1
0.2138 1.0239  0
0.1661 0.9457  0
0.0397 0.8005  0
0.5598 0.7990  0
0.1054 0.2921  1
-0.0557 -1.0135  0
-0.3379 -0.3034  1
0.0873 -0.3283  1
0.7118 -0.4536  0
-0.3875 0.2346  1
0.3178 0.2175  1
-0.1466 -0.8646  0
-1.0334 0.2959  0
0.1151 0.2340  1
-0.0445 -0.3903  1
-0.0122 -0.3463  1
-0.1493 0.2783  1
-0.7768 -0.1992  0
-1.0771 0.4687  0
-0.9735 -0.5989  0
-0.1224 0.1768  1
-0.2899 -0.2863  1
-0.3208 0.2770  1
0.5159 0.6313  0
-0.8948 0.3856  0
0.9500 -0.0631  0
0.0705 -0.2351  1
0.1706 -0.8287  0
0.9514 0.3204  0
0.1477 -0.3024  1
-0.2579 0.8935  0
-0.2486 0.8506  0
0.2265 0.2970  1
0.3042 -0.0380  1
-1.0095 0.1674  0
0.0208 0.2400  1
0.1923 -0.2233  1
-0.2185 0.0979  1
0.8814 -0.4532  0
0.1053 -0.1948  1
-0.2226 -0.2830  1
-0.9850 -0.2077  0
-0.0090 -0.0626  1
1.0507 0.4431  0
0.3751 -0.2410  1
1.0272 -0.5041  0
0.1017 -0.2760  1
0.9333 -0.1466  0
-0.0295 -0.2791  1
-0.6826 -0.8263  0
-0.9709 0.0594  0
-0.1824 -0.1420  1
-0.2812 0.1373  1
-0.4274 0.7952  0
-0.1487 -0.3247  1
-0.6959 -0.5112  0
-0.5040 -0.9482  0
0.0060 0.1851  1
0.4446 -0.0869  1
-0.1815 0.1442  1
-0.2750 0.1772  1
0.5003 0.9198  0
0.1887 -0.3881  1
0.9144 0.1970  0
0.0794 0.5108  1
-0.2267 0.2430  1
0.0714 0.0776  1
-0.2028 -0.0489  1
-0.1319 -0.0315  1
0.3585 0.1894  1
-0.2739 0.8569  0
0.8105 -0.4871  0
-0.1417 -0.1155  1
-1.0066 -0.4761  0
-0.1109 -0.3033  1
-0.1805 -1.0542  0
-0.2488 0.0866  1
-0.2460 0.9496  0
0.2404 0.0739  1
0.2991 0.0456  1
0.0536 -0.2439  1
-0.2903 -0.1334  1
0.3462 -0.0453  1
-0.2328 0.0936  1
0.0778 -0.2250  1
-0.1094 0.3814  1
-0.2658 -0.1233  1
0.7607 0.7363  0
0.7463 0.7331  0
-0.2196 0.2402  1
-0.0994 0.3067  1
0.0672 -0.2800  1
0.0669 0.1117  1
-0.2313 0.2426  1
-0.0153 0.4690  1
-0.2673 0.1724  1
-0.2207 0.0104  1
0.2738 -0.8243  0
0.0853 -0.9942  0
-0.1947 -0.9971  0
0.6580 -0.7400  0
-0.2830 0.0773  1
0.7512 0.7668  0
-0.8507 0.3190  0
0.0544 0.8805  0
-0.0460 -1.0123  0
1.0496 0.4660  0
-0.7071 -0.6565  0
-0.1170 -0.1749  1
0.3909 -0.2044  1
-0.1845 0.4219  1
0.4220 1.0421  0
-0.4087 0.8352  0
0.3300 0.1169  1
-0.2877 -0.1479  1
1.0635 0.2594  0
0.2196 -0.1911  1
-0.2131 0.3628  1
0.0546 -0.8296  0
0.0287 0.1602  1
0.5904 0.9238  0
-0.0975 0.2315  1
-0.0388 0.8859  0
-0.7115 0.4520  0
-1.1245 -0.0022  0
0.4154 -0.1219  1
-0.8140 -0.3203  0
-0.2600 0.1890  1
-0.9853 0.0729  0
-0.2681 -0.1241  1
-0.2682 0.2088  1
-0.2559 -0.0210  1
-0.2746 0.2231  1
-0.0694 -0.0820  1
-0.0504 0.9883  0
0.3117 0.2083  1
0.2387 -0.0978  1
0.6902 0.9859  0
0.7670 -0.6815  0
-0.2818 0.2843  1
1.1340 -0.4486  0
0.3261 -0.9513  0
-0.0811 -0.2473  1
-0.2170 0.7717  0
0.1619 0.1233  1
-0.2110 0.0923  1
0.9248 -0.5899  0
-0.6477 0.5589  0
0.6504 -0.8414  0
0.0194 1.0001  0
0.4045 -1.1068  0
-0.1227 -0.2563  1
1.0571 -0.2824  0
0.7357 0.9718  0
-0.7930 -0.1028  0
-0.0225 -0.2775  1
0.1649 -0.2774  1
-0.1243 0.3224  1
0.2283 0.0502  1
-0.3020 -0.0710  1
0.8256 0.7097  0
-0.0562 -0.1842  1
-0.3025 -0.9320  0
-0.0631 0.3020  1
-0.3074 -1.0838  0
-0.2853 -0.1693  1
0.9488 -0.2992  0
0.9328 0.3641  0
-0.9437 0.2707  0
-0.8991 -0.4408  0
-0.2534 -0.4705  1
0.1051 1.0922  0
0.5560 0.6801  0
1.1665 0.2424  0
0.1816 -0.3611  1
0.3406 0.1170  1
-0.8193 -0.4428  0
-0.8438 0.7550  0
-0.5539 0.8492  0
0.9106 0.4619  0
-0.9885 -0.3118  0
-0.1499 0.9771  0
-0.6946 -0.6979  0
0.2706 0.8638  0
0.8612 -0.5096  0
0.3657 -0.8825  0
-0.1122 -0.1960  1
-0.5091 -0.6874  0
-0.3742 0.1043  1
0.2947 -0.2684  1
-0.2410 -0.4496  1
-0.0624 -0.8949  0
-0.7614 -0.6851  0
0.4091 0.8630  0
-0.3029 0.1547  1
0.0459 -1.0462  0
1.0870 0.0957  0
-0.8887 0.1435  0
-0.0159 -0.1435  1
-0.8531 0.1738  0
0.8008 0.5242  0
0.7399 0.5522  0
0.6873 -0.5366  0
-0.3375 -0.2962  1
0.2371 -0.3563  1
-0.0757 -0.3100  1
0.2743 0.9207  0
0.9213 0.3642  0
-0.1451 -0.1672  1
-0.3677 -0.9805  0
-0.3843 0.0931  1
0.1802 0.0570  1
0.1317 -1.0783  0
0.1278 -0.9939  0
0.4471 -0.0519  1
-1.0669 -0.4503  0
0.2165 -0.0006  1
-0.2782 1.0413  0
0.4615 0.3385  1
-0.3827 -0.0108  1
0.9333 0.4886  0
-0.5193 -0.0525  1
0.3275 -0.1307  1
-0.0565 -1.1919  0
-0.3430 -0.0493  1
0.1195 0.1317  1
0.0740 -0.1089  1
-0.4210 -0.1206  1
0.0415 0.2035  1
0.0968 0.3525  1
0.2863 0.3699  1
0.2709 0.1603  1
-0.8250 -0.6709  0
0.2365 -0.1040  1
0.0479 0.9625  0
0.1711 0.2726  1
-0.3730 -0.1633  1
0.1237 0.3372  1
-0.3176 -0.9453  0
-0.1341 -0.1018  1
0.3464 -0.0299  1
-0.2590 -0.2078  1
-0.6051 0.9354  0
-0.7748 0.5653  0
0.0525 0.3248  1
0.0269 -1.1109  0
0.8663 0.2767  0
0.5217 -1.0357  0
-0.3742 -0.9741  0
-0.4095 0.8950  0
-0.2529 -0.1614  1
0.6078 -0.6485  0
0.2858 -1.0694  0
-0.9949 0.1037  0
-0.2642 -0.1592  1
-0.3547 0.0657  1
0.1579 -0.4119  1
-0.5771 -0.7504  0
0.0067 -0.4033  1
0.0643 0.2264  1
-0.8445 -0.4013  0
0.1228 0.3662  1
0.1056 0.0525  1
-0.7113 0.6988  0
-0.1800 -0.1850  1
1.0987 0.0907  0
0.8901 -0.3737  0
-0.2688 -0.0110  1
0.3883 0.3565  1
0.2919 -1.1192  0
-1.1035 0.0173  0
-1.0599 -0.1881  0
0.1244 -0.0337  1
0.8857 -0.3808  0
-0.0343 -0.1848  1
-0.0373 -1.0444  0
0.0385 0.3836  1
-0.2775 -0.2562  1
-0.9284 0.0220  0
-0.2413 0.0785  1
0.1617 -0.0547  1
-0.2879 -0.0386  1
-0.2478 0.3227  1
0.1057 -0.4399  1
0.3630 0.8635  0
0.8927 -0.5728  0
-0.9721 -0.3582  0
0.2394 0.1292  1
-0.2808 -0.2597  1
-0.4938 1.0073  0
0.1913 0.5237  1
-0.4041 0.8398  0
-0.2547 -0.0122  1
0.3743 0.0245  1
-0.6929 -0.4618  0
-0.2906 -0.0808  1
0.0006 -0.8924  0
0.1263 0.3208  1
0.4417 0.8841  0
-0.5963 -0.6495  0
0.4238 -0.2117  1
0.3579 -0.2124  1
0.4702 -0.0415  1
0.2049 0.0683  1
-0.6683 0.8130  0
-0.8635 -0.0097  0
0.6112 -0.7656  0
0.3736 1.0076  0
0.2355 0.2258  1
-0.7914 0.4217  0
-0.2914 -0.1068  1
-0.1993 0.8443  0
0.5156 -0.9821  0
0.3722 -0.1894  1
-0.7838 -0.8258  0
1.0678 -0.3263  0
-0.0395 -0.9097  0
0.0517 -0.3794  1
-0.7522 0.6687  0
0.3436 -0.2477  1
0.1063 1.0355  0
-0.2533 -0.8368  0
-0.3148 0.1042  1
-0.1824 -0.4400  1
-0.2257 -0.2850  1
0.8131 0.7501  0
